m,TagName,
"2020-12-01 00:00:00","c","2644"
"2020-12-01 00:00:00","c#","5732"
"2020-12-01 00:00:00","c++","4449"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7809"
"2020-12-01 00:00:00","javascript","16015"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4783"
"2020-12-01 00:00:00","python","22186"
"2020-12-01 00:00:00","r","4337"
"2020-12-01 00:00:00","ruby","500"
"2020-12-01 00:00:00","swift","2097"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2568"
"2021-01-01 00:00:00","c#","6183"
"2021-01-01 00:00:00","c++","4105"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8019"
"2021-01-01 00:00:00","javascript","16862"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4741"
"2021-01-01 00:00:00","python","22874"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2315"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2236"
"2021-02-01 00:00:00","c#","5791"
"2021-02-01 00:00:00","c++","4091"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7579"
"2021-02-01 00:00:00","javascript","15264"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4364"
"2021-02-01 00:00:00","python","21401"
"2021-02-01 00:00:00","r","4325"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2260"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2484"
"2021-03-01 00:00:00","c#","6388"
"2021-03-01 00:00:00","c++","4296"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","758"
"2021-03-01 00:00:00","java","8659"
"2021-03-01 00:00:00","javascript","16761"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4741"
"2021-03-01 00:00:00","python","23897"
"2021-03-01 00:00:00","r","5173"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2380"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2299"
"2021-04-01 00:00:00","c#","5897"
"2021-04-01 00:00:00","c++","3939"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7915"
"2021-04-01 00:00:00","javascript","15841"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4314"
"2021-04-01 00:00:00","python","22689"
"2021-04-01 00:00:00","r","4797"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2088"
"2021-05-01 00:00:00","c#","5733"
"2021-05-01 00:00:00","c++","4188"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7944"
"2021-05-01 00:00:00","javascript","15805"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4243"
"2021-05-01 00:00:00","python","22414"
"2021-05-01 00:00:00","r","4666"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1862"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1867"
"2021-06-01 00:00:00","c#","5621"
"2021-06-01 00:00:00","c++","3820"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7580"
"2021-06-01 00:00:00","javascript","14995"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4072"
"2021-06-01 00:00:00","python","20896"
"2021-06-01 00:00:00","r","4282"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1792"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1619"
"2021-07-01 00:00:00","c#","5203"
"2021-07-01 00:00:00","c++","3501"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","java","6942"
"2021-07-01 00:00:00","javascript","14746"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3877"
"2021-07-01 00:00:00","python","20580"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1967"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5107"
"2021-08-01 00:00:00","c++","3240"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6752"
"2021-08-01 00:00:00","javascript","14631"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3860"
"2021-08-01 00:00:00","python","19826"
"2021-08-01 00:00:00","r","4031"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1893"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5052"
"2021-09-01 00:00:00","c++","3596"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6605"
"2021-09-01 00:00:00","javascript","14411"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3680"
"2021-09-01 00:00:00","python","19021"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1624"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2092"
"2021-10-01 00:00:00","c#","5278"
"2021-10-01 00:00:00","c++","3719"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6568"
"2021-10-01 00:00:00","javascript","13820"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3580"
"2021-10-01 00:00:00","python","19798"
"2021-10-01 00:00:00","r","4174"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2208"
"2021-11-01 00:00:00","c#","5596"
"2021-11-01 00:00:00","c++","3819"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6909"
"2021-11-01 00:00:00","javascript","13487"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3490"
"2021-11-01 00:00:00","python","20056"
"2021-11-01 00:00:00","r","4028"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2104"
"2021-12-01 00:00:00","c#","5033"
"2021-12-01 00:00:00","c++","3577"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","726"
"2021-12-01 00:00:00","java","6185"
"2021-12-01 00:00:00","javascript","13083"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3242"
"2021-12-01 00:00:00","python","19057"
"2021-12-01 00:00:00","r","3541"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1425"
"2022-01-01 00:00:00","assembly","229"
"2022-01-01 00:00:00","c","1957"
"2022-01-01 00:00:00","c#","5274"
"2022-01-01 00:00:00","c++","3612"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6456"
"2022-01-01 00:00:00","javascript","14001"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3390"
"2022-01-01 00:00:00","python","19741"
"2022-01-01 00:00:00","r","3844"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1734"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1682"
"2022-02-01 00:00:00","c#","5114"
"2022-02-01 00:00:00","c++","3201"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5953"
"2022-02-01 00:00:00","javascript","12841"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3116"
"2022-02-01 00:00:00","python","19309"
"2022-02-01 00:00:00","r","3912"
"2022-02-01 00:00:00","ruby","405"
"2022-02-01 00:00:00","swift","1604"
"2022-03-01 00:00:00","assembly","237"
"2022-03-01 00:00:00","c","1958"
"2022-03-01 00:00:00","c#","5692"
"2022-03-01 00:00:00","c++","3517"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","762"
"2022-03-01 00:00:00","java","6594"
"2022-03-01 00:00:00","javascript","13632"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3122"
"2022-03-01 00:00:00","python","20834"
"2022-03-01 00:00:00","r","4486"
"2022-03-01 00:00:00","ruby","445"
"2022-03-01 00:00:00","swift","1750"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1747"
"2022-04-01 00:00:00","c#","5219"
"2022-04-01 00:00:00","c++","3506"
"2022-04-01 00:00:00","delphi","114"
"2022-04-01 00:00:00","go","717"
"2022-04-01 00:00:00","java","6411"
"2022-04-01 00:00:00","javascript","13525"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3198"
"2022-04-01 00:00:00","python","19953"
"2022-04-01 00:00:00","r","4184"
"2022-04-01 00:00:00","ruby","432"
"2022-04-01 00:00:00","swift","1460"
"2022-05-01 00:00:00","assembly","260"
"2022-05-01 00:00:00","c","1782"
"2022-05-01 00:00:00","c#","5515"
"2022-05-01 00:00:00","c++","3556"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","610"
"2022-05-01 00:00:00","java","6512"
"2022-05-01 00:00:00","javascript","13403"
"2022-05-01 00:00:00","perl","92"
"2022-05-01 00:00:00","php","3394"
"2022-05-01 00:00:00","python","19544"
"2022-05-01 00:00:00","r","4146"
"2022-05-01 00:00:00","ruby","439"
"2022-05-01 00:00:00","swift","1474"
"2022-06-01 00:00:00","assembly","244"
"2022-06-01 00:00:00","c","1600"
"2022-06-01 00:00:00","c#","5615"
"2022-06-01 00:00:00","c++","3214"
"2022-06-01 00:00:00","delphi","121"
"2022-06-01 00:00:00","go","701"
"2022-06-01 00:00:00","java","6341"
"2022-06-01 00:00:00","javascript","13792"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3482"
"2022-06-01 00:00:00","python","20318"
"2022-06-01 00:00:00","r","4121"
"2022-06-01 00:00:00","ruby","445"
"2022-06-01 00:00:00","swift","1632"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1476"
"2022-07-01 00:00:00","c#","5928"
"2022-07-01 00:00:00","c++","3236"
"2022-07-01 00:00:00","delphi","125"
"2022-07-01 00:00:00","go","738"
"2022-07-01 00:00:00","java","6567"
"2022-07-01 00:00:00","javascript","15093"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3734"
"2022-07-01 00:00:00","python","22341"
"2022-07-01 00:00:00","r","4179"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1745"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1500"
"2022-08-01 00:00:00","c#","6290"
"2022-08-01 00:00:00","c++","3225"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","848"
"2022-08-01 00:00:00","java","6481"
"2022-08-01 00:00:00","javascript","15473"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3738"
"2022-08-01 00:00:00","python","21787"
"2022-08-01 00:00:00","r","4336"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1735"
"2022-09-01 00:00:00","assembly","188"
"2022-09-01 00:00:00","c","1633"
"2022-09-01 00:00:00","c#","5664"
"2022-09-01 00:00:00","c++","3060"
"2022-09-01 00:00:00","delphi","146"
"2022-09-01 00:00:00","go","837"
"2022-09-01 00:00:00","java","6169"
"2022-09-01 00:00:00","javascript","14090"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3334"
"2022-09-01 00:00:00","python","19968"
"2022-09-01 00:00:00","r","4010"
"2022-09-01 00:00:00","ruby","473"
"2022-09-01 00:00:00","swift","1778"
"2022-10-01 00:00:00","assembly","241"
"2022-10-01 00:00:00","c","2000"
"2022-10-01 00:00:00","c#","5778"
"2022-10-01 00:00:00","c++","3187"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","736"
"2022-10-01 00:00:00","java","6463"
"2022-10-01 00:00:00","javascript","14020"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3350"
"2022-10-01 00:00:00","python","21959"
"2022-10-01 00:00:00","r","4530"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1619"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2172"
"2022-11-01 00:00:00","c#","6006"
"2022-11-01 00:00:00","c++","3288"
"2022-11-01 00:00:00","delphi","115"
"2022-11-01 00:00:00","go","751"
"2022-11-01 00:00:00","java","6772"
"2022-11-01 00:00:00","javascript","14314"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3354"
"2022-11-01 00:00:00","python","22825"
"2022-11-01 00:00:00","r","4622"
"2022-11-01 00:00:00","ruby","464"
"2022-11-01 00:00:00","swift","1668"
"2022-12-01 00:00:00","assembly","283"
"2022-12-01 00:00:00","c","1852"
"2022-12-01 00:00:00","c#","5322"
"2022-12-01 00:00:00","c++","2857"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","627"
"2022-12-01 00:00:00","java","5957"
"2022-12-01 00:00:00","javascript","12514"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2882"
"2022-12-01 00:00:00","python","19292"
"2022-12-01 00:00:00","r","3683"
"2022-12-01 00:00:00","ruby","393"
"2022-12-01 00:00:00","swift","1466"
"2023-01-01 00:00:00","assembly","238"
"2023-01-01 00:00:00","c","1514"
"2023-01-01 00:00:00","c#","5369"
"2023-01-01 00:00:00","c++","2654"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","734"
"2023-01-01 00:00:00","java","5754"
"2023-01-01 00:00:00","javascript","12228"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3070"
"2023-01-01 00:00:00","python","18033"
"2023-01-01 00:00:00","r","3752"
"2023-01-01 00:00:00","ruby","373"
"2023-01-01 00:00:00","swift","1442"
"2023-02-01 00:00:00","assembly","189"
"2023-02-01 00:00:00","c","1313"
"2023-02-01 00:00:00","c#","4770"
"2023-02-01 00:00:00","c++","2223"
"2023-02-01 00:00:00","delphi","134"
"2023-02-01 00:00:00","go","660"
"2023-02-01 00:00:00","java","5196"
"2023-02-01 00:00:00","javascript","10457"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2436"
"2023-02-01 00:00:00","python","15741"
"2023-02-01 00:00:00","r","3806"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1298"
"2023-03-01 00:00:00","assembly","180"
"2023-03-01 00:00:00","c","1267"
"2023-03-01 00:00:00","c#","4919"
"2023-03-01 00:00:00","c++","2579"
"2023-03-01 00:00:00","delphi","142"
"2023-03-01 00:00:00","go","640"
"2023-03-01 00:00:00","java","5548"
"2023-03-01 00:00:00","javascript","10561"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","2286"
"2023-03-01 00:00:00","python","15602"
"2023-03-01 00:00:00","r","3837"
"2023-03-01 00:00:00","ruby","301"
"2023-03-01 00:00:00","swift","1374"
"2023-04-01 00:00:00","assembly","198"
"2023-04-01 00:00:00","c","1194"
"2023-04-01 00:00:00","c#","3858"
"2023-04-01 00:00:00","c++","1978"
"2023-04-01 00:00:00","delphi","121"
"2023-04-01 00:00:00","go","518"
"2023-04-01 00:00:00","java","4517"
"2023-04-01 00:00:00","javascript","8343"
"2023-04-01 00:00:00","perl","56"
"2023-04-01 00:00:00","php","1946"
"2023-04-01 00:00:00","python","12464"
"2023-04-01 00:00:00","r","3112"
"2023-04-01 00:00:00","ruby","221"
"2023-04-01 00:00:00","swift","1100"
"2023-05-01 00:00:00","assembly","192"
"2023-05-01 00:00:00","c","1107"
"2023-05-01 00:00:00","c#","4060"
"2023-05-01 00:00:00","c++","1918"
"2023-05-01 00:00:00","delphi","118"
"2023-05-01 00:00:00","go","448"
"2023-05-01 00:00:00","java","4451"
"2023-05-01 00:00:00","javascript","8188"
"2023-05-01 00:00:00","perl","56"
"2023-05-01 00:00:00","php","2158"
"2023-05-01 00:00:00","python","12557"
"2023-05-01 00:00:00","r","2921"
"2023-05-01 00:00:00","ruby","260"
"2023-05-01 00:00:00","swift","1056"
